一	GGLL,GGL,G
瑗	GEFC
瑄	GPGG
瑕	GNHC,GNH
遨	GQTP
骜	GQTC
韫	FNHL
髡	DEGQ
塬	FDRI,FDR
鄢	GHGB
趔	FHGJ
趑	FHUW
摅	RHAN
摁	RLDN,RLD
蜇	RRJU,RRJ
搋	RRHM
搪	RYVK,RYV
搐	RYXL
搛	RUVO
搠	RUBE,RUB
摈	RPRW,RPR
彀	FPGC
毂	FPLC,FPL
搦	RXUU,RXU
搡	RCCS
蓁	ADWT
戡	ADWA
蓍	AFTJ,AFT
鄞	AKGB
靳	AFRH,AFR
蓐	ADFF
蓦	AJDC
鹋	ALQG
蒽	ALDN
蓓	AWUK
蓖	ATLX,ATL
蓊	AWCN,AWC
蒯	AEEJ
蓟	AQGJ
蓑	AYKE,AYK
蒿	AYMK,AYM
蒺	AUTD,AUT
蓠	AYBC
蒟	AUQK
蒡	AUPY
蒹	AUVO,AUV
蒴	AUBE,AUB
蒗	AIYE
蓥	APQF
颐	AHKM
楔	SDHD,SDH
楠	SFMF,SFM
楂	SSJG,SSJ
楝	SGLI,SGL
楫	SKBG,SKB
楸	STOY,STO
椴	SWDC,SWD
槌	SWNP,SWN
楯	SRFH
皙	SRRF,SRR
榈	SUKK,SUK
槎	SUDA
榉	SIWH,SIW
楦	SPGG,SPG
楣	SNHG,SNH
楹	SECL,SEC
椽	SXEY,SXE
裘	FIYE
剽	SFIJ
甄	SFGN
酮	SGMK
酰	SGTQ
酯	SGXJ,SGX
酩	SGQK
蜃	DFEJ
碛	DGMY,DGM
碓	DWYG
硼	DEEG,DEE
碉	DMFK,DMF
碚	DUKG,DUK
碇	DPGH
碜	DCDE,DCD
鹌	DJNG
辏	LDWD,LDW
龃	HWBG
龅	HWBN
訾	HXYF,HXY
粲	HQCO
虞	HAKD,HAK
睚	HDFF,HDF,HD
嗪	KDWT
韪	JGHH
嗷	KGQT
嗉	KGXI
睨	HVQN,HVQ
睢	HWYG
雎	EGWY,EGW
睥	HRTF,HRT,HR
嘟	KFTB
嗑	KFCL
嗫	KBCC,KBC
嗬	KAWK,KAW
嗔	KFHW
嗝	KGKH
戥	JTGA
嗄	KDHT
煦	JQKO
暄	JPGG,JPG
遢	JNPD,JNP
暌	JWGD
跬	KHFF
跶	KHDP
跸	KHXF
跐	KHHX
跣	KHTQ
跹	KHTP
跻	KHYJ
蛸	JIEG,JIE
蜊	JTJH,JTJ
蜍	JWTY,JWT
蜉	JEBG,JEB
蜣	JUDN
畹	LPQB,LPQ
蛹	JCEH
嗣	KMAK,KMA
嗯	KLDN
嗥	KRDF,KRD
嗲	KWQQ,KWQ
嗳	KEPC,KEP
嗌	KUWL,KUW
嗍	KUBE,KUB
嗨	KITU
嗐	KPDK
嗤	KBHJ
嗵	KCEP,KCE
罨	LDJN
嵊	MTUX,MTU
嵩	MYMK,MYM
嵴	MIWE,MIW
骰	MEMC,MEM
锗	QFTJ,QFT
锛	QDFA,QDF
锜	QDSK
锝	QJGF
锞	QJSY,QJS
锟	QJXX,QJX
锢	QLDG
锨	QRQW,QRQ
锩	QUDB
锭	QPGH,QPG,QP
锱	QVLG,QVL
雉	TDWY
氲	RNJL
犏	TRYA
歃	TFVW
稞	TJSY
稗	TRTF
稔	TWYN
筠	TFQU
筢	TRCB,TRC
筮	TAWW,TAW
筲	TIEF
筱	TWHT,TWH
牒	THGS
煲	WKSO
敫	RYTY
徭	TERM
愆	TIFN
艄	TEIE
觎	WGEQ
毹	WGEN,WGE
貊	EEDJ,EED
貅	EEWS,EEW
貉	EETK
颔	WYNM,WYN
腠	EDWD,EDW
腩	EFMF,EFM
腼	EDMD
腭	EKKN,EKK
腧	EWGJ
塍	EUDF
媵	EUDV
詹	QDWY,QDW
鲅	QGDC
鲆	QGGH,QGG
鲇	QGHK
鲈	QGHN,QGH
稣	QGTY
鲋	QGWF,QGW
鲐	QGCK,QGC
肄	XTDH,XTD
鹐	QVQG
飕	MQVC
觥	QEIQ,QEI
遛	QYVP
馐	QNUF
鹑	YBQG,YBQ
亶	YLKG
瘃	UEYI,UEY
痱	UDJD
痼	ULDD,ULD
痿	UTVD,UTV
瘐	UVWI,UVW
瘁	UYWF,UYW
瘆	UCDE
麂	YNJM
裔	YEMK,YEM
歆	UJQW
旒	YTYQ
雍	YXTY,YXT
阖	UFCL,UFC
阗	UFHW,UFH
阙	UUBW,UUB
羧	UDCT
豢	UDEU,UDE
粳	OGJQ,OGJ
猷	USGD,USG
煳	ODEG,ODE
煜	OJUG,OJU
煨	OLGE,OLG
煅	OWDC,OWD
煊	OPGG,OPG
煸	OYNA
煺	OVEP,OVE
滟	IDHC
溱	IDWT,IDW
溘	IFCL
漭	IADA
滢	IAPY
溥	IGEF
溧	ISSY,ISS
溽	IDFF,IDF
裟	IITE
溻	IJNG,IJN
溷	ILEY
滗	ITTN,ITT
滫	IWHE
溴	ITHD
滏	IWQU,IWQ
滃	IWCN
滦	IYOS
溏	IYVK
滂	IUPY,IUP
滓	IPUH,IPU
溟	IPJU
滪	ICBM
愫	NGXI,NGX
慑	NBCC,NBC
慊	NUVO,NUV
鲎	IPQG
骞	PFJC
窦	PWFD
窠	PWJS,PWJ
窣	PWYF
裱	PUGE
褚	PUFJ
裨	PURF,PUR
裾	PUND
裰	PUCC
禊	PYDD
谩	YJLC,YJL
谪	YUMD,YUM
媾	VFJF,VFJ
嫫	VAJD
媲	VTLX,VTL
嫒	VEPC
嫔	VPRW,VPR
媸	VBHJ,VBH
缙	XGOJ
缜	XFHW,XFH
缛	XDFF
辔	XLXK,XLX
骝	CQYL
缟	XYMK,XYM
缡	XYBC,XYB
缢	XUWL,XUW
缣	XUVO,XUV
骟	CYNN
耥	DIIK
璈	GGQT
瑶	GERM,GER
瑭	GYVK
獒	GQTD
觏	FJGQ
慝	AADN
嫠	FITV,FIT
韬	FNHV
叆	FCEC
髦	DETN
摽	RSFI
墁	FJLC,FJL
撂	RLTK,RLT
摞	RLXI,RLX
撄	RMMV,RMM
翥	FTJN
踅	RRKH
摭	RYAO,RYA
墉	FYVH
墒	FUMK,FUM
榖	FPTC
綦	ADWI
蔫	AGHO
蔷	AFUK,AFU
靺	AFGS
靼	AFJG
鞅	AFMD
靿	AFXL
甍	ALPN
蔸	AQRQ
蔟	AYTD,AYT
蔺	AUWY,AUW
戬	GOGA
蕖	AIAS
蔻	APFC,APFL
蓿	APWJ
斡	FJWF
鹕	DEQG,DEQ
蓼	ANWE,ANW
榛	SDWT
榧	SADD
榻	SJNG,SJN
榫	SWYF
榭	STMF,STM
槔	SRDF,SRD
榱	SYKE,SYK
槁	SYMK
槟	SPRW,SPR
槠	SYFJ
榷	SPWY
僰	GMIW
酽	SGGD
酶	SGTU
酹	SGEF,SGE
厮	DADR
碡	DGXU,DGX
碴	DSJG,DSJ
碣	DJQN,DJQ
碲	DUPH
磋	DUDA,DUD
臧	DNDT,DND
豨	EQDH
殡	GQPW,GQP
霆	FTFP,FTF
霁	FYJJ,FYJ
辕	LFKE,LFK
蜚	DJDJ
裴	DJDE
翡	DJDN,DJD
龇	HWBX
龈	HWBE
睿	HPGH
䁖	HOVG,HOV
睽	HWGD
嘞	KAFL,KAF
嘈	KGMJ
嘌	KSFI,KSF
嘁	KDHT,KDH
嘎	KDHA,KDH
暧	JEPC,JEP
暝	JPJU,JPJ
踌	KHDF
踉	KHYE
蜞	JADW,JAD
蜥	JSRH,JSR
蜮	JAKG,JAK
蝈	JLGY,JLG
蜴	JJQR
蜱	JRTF,JRT
蜩	JMFK
蜷	JUDB
蜿	JPQB,JPQ
螂	JYVB,JYV
蜢	JBLG,JBL
嘘	KHAG
嘡	KIPF
鹗	KKFG
嘣	KMEE,KME
嘤	KMMV,KMM
嘚	KTJF
嗾	KYTD,KYT
嘧	KPNM,KPN
罴	LFCO
罱	LFMF,LFM
幔	MHJC
嶂	MUJH,MUJ
幛	MHUJ
赙	MGEF,MGE
罂	MMRM,MMR
骷	MEDG
骶	MEQY
鹘	MEQG,MEQ
锲	QDHD,QDH
锴	QXXR,QXX
锶	QLNY,QLN
锷	QKKN
锸	QTFV
锵	QUQF
镁	QUGD,QUG
镂	QOVG,QOV
犒	TRYK
箐	TGEF,TGE
箦	TGMU
箧	TAGW
箍	TRAH,TRA
箸	TFTJ,TFT
箬	TADK
箅	TLGJ,TLG
箪	TUJF,TUJ
箔	TIRF,TIR
箜	TPWA,TPW
箢	TPQB,TPQ
箓	TVIU
毓	TXGQ
僖	WFKK
儆	WAQT
僳	WSOY,WSO
僭	WAQJ
劁	WYOJ
僮	WUJF,WUJ
魃	RQCC
魆	RQCT
睾	TLFF
艋	TEBL
鄱	TOLB
膈	EGKH,EGK
膑	EPRW,EPR
鲑	QGFF
鲔	QGDE
鲚	QGYJ
鲛	QGUQ
鲟	QGVF,QGV
獐	QTUJ
觫	QEGI
雒	TKWY,TKW
夤	QPGW
馑	QNAG
銮	YOQF
塾	YBVF
麽	YSSC,YSS
瘌	UGKJ
瘊	UWND,UWN
瘘	UOVD,UOV
瘙	UCYJ,UCY
廖	YNWE,YNW
韶	UJVK,UJV
旖	YTDK
膂	YTEE
阚	UNBT,UNB
鄯	UDUB
鲞	UDQG
粿	OJSY
粼	OQAB
粽	OPFI
糁	OCDE,OCD
槊	UBTS
鹚	UXXG
熘	OQYL
熥	OCEP
潢	IAMW,IAM
漕	IGMJ
滹	IHAH
漯	ILXI,ILX
漶	IKKN
潋	IWGT
潴	IQTJ
漪	IQTK
漉	IYNX
漳	IUJH,IUJ
漩	IYTH,IYT
澉	INBT,INB
潍	IXWY,IXW
慵	NYVH
搴	PFJR
窨	PWUJ
寤	PNHK
綮	YNTI
谮	YAQJ
褡	PUAK,PUA
褙	PUUE
褓	PUWS
褛	PUOV,PUO
褊	PUYA
谯	YWYO
谰	YUGI,YUG
谲	YCBK
暨	VCAG
屣	NTHH
鹛	NHQG,NHQ
嫣	VGHO,VGH
嫱	VFUK
嫖	VSFI,VSF
嫦	VIPH
嫚	VJLC
嫘	VLXI,VLX
嫡	VUMD,VUM
鼐	EHNN,EHN
翟	NWYF
瞀	CBTH
鹜	CBTG,CBT
骠	CSFI,CSF,CS
缥	XSFI,XSF,XS
缦	XJLC,XJL
缧	XLXI
缨	XMMV,XMM
骢	CTLN,CTL
缪	XNWE,XNW
缫	XVJS,XVJ
耦	DIJY,DIJ
耧	DIOV,DIO
瑾	GAKG
璜	GAMW
璀	GMWY
璎	GMMV
璁	GTLN,GTL
璋	GUJH,GUJ
璇	GYTH
奭	DDJJ
髯	DEMF,DEM
髫	DEVK
撷	RFKM
撅	RDUW
赭	FOFJ
撸	RQGJ,RQG
鋆	FQUQ
撙	RUSF,RUS
撺	RPWH
墀	FNIH,FNI
聩	BKHM,BKH
觐	AKGQ
鞑	AFDP
蕙	AGJN,AGJ
鞒	AFTJ,AFT
蕈	ASJJ,ASJ
蕨	ADUW,ADU
蕤	AETG
蕞	AJBC,AJB
蕺	AKBT
瞢	ALPH
蕃	ATOL,ATO
蕲	AUJR
赜	AHKM,AHK
槿	SAKG,SAK
樯	SFUK,SFU
槭	SDHT
樗	SFFN
樘	SIPF,SIP
樊	SQQD
槲	SQEF
醌	SGJX
醅	SGUK
靥	DDDL
魇	DDRC,DDR
餍	DDWE,DDW
磔	DQAS
磙	DUCE,DUC
霈	FIGH,FIG
辘	LYNX,LYN
龉	HWBK,HWB
龊	HWBH
觑	HAOQ
瞌	HFCL
瞋	HFHW
瞑	HPJU,HPJ
嘭	KFKE
噎	KFPU,KFP
噶	KAJN,KAJ
颙	JMHM
暹	JWYP,JWY
噘	KDUW,KDU
踔	KHHJ
踝	KHJS
踟	KHTK,KHT
踒	KHTV
踬	KHRM
踮	KHYK
踯	KHUB
踺	KHVP
踞	KHND
蝽	JDWJ
蝾	JAPS
蝻	JFMF,JFM
蝰	JDFF
蝮	JTJT
螋	JVHC,JVH
蝓	JWGJ
蝣	JYTB
蝼	JOVG,JOV
噗	KOGY,KOG,KO
嘬	KJBC,KJB
颚	KKFM
噍	KWYO
噢	KTMD
噙	KWYC
噜	KQGJ,KQG
噌	KULJ,KUL
噔	KWGU
颛	MDMM
幞	MHOY,MHO
幡	MHTL
嶙	MOQH,MOQ
嶝	MWGU
骺	MERK,MER
骼	METK,MET
骸	MEYW,MEY
镊	QBCC,QBC
镉	QGKH
镌	QWYE,QWY
镍	QTHS,QTH
镏	QQYL
镒	QUWL,QUW
镓	QPEY,QPE
镔	QPRW,QPR
稷	TLWT,TLW
箴	TDGT
篑	TKHM
篁	TRGF
篌	TWND,TWN
篆	TXEU,TXE
牖	THGY
儋	WQDY,WQD
徵	TMGT,TMG
磐	TEMD
虢	EFHM
鹞	ERMG
膘	ESFI,ESF
滕	EUDI
鲠	QGGQ
鲡	QGGY
鲢	QGLP
鲣	QGJF
鲥	QGJF,QGJ
鲧	QGTI
鲩	QGPQ,QGP
獗	QTDW
獠	QTDI
觯	QEUF,QEU
馓	QNAT
馔	QNNW
麾	YSSN
廛	YJFF,YJF
瘛	UDHN
瘼	UAJD
瘢	UTEC
瘠	UIWE,UIW
齑	YDJJ
羯	UDJN,UDJ
羰	UDMO,UDM
𥻗	OSJG,OSJ
遴	OQAP,OQA
糌	OTHJ
糍	OUXX,OUX
糅	OCBS,OCB
熜	OTLN
熵	OUMK,OUM
熠	ONRG
澍	IFKF
澌	IADR
潸	ISSE
潦	IDUI
潲	ITIE,ITI
鋈	ITDQ
潟	IVQO
潼	IUJF
潺	INBB
憬	NJYI,NJY
憧	NUJF,NUJ
寮	PDUI,PDU
窳	PWRY
谳	YFMD,YFM
褴	PUJL
褟	PUJN
褫	PURM
谵	YQDY
熨	NFIO
屦	NTOV
嬉	VFKK,VFK
勰	LLLN
戮	NWEA,NWE
蝥	CBTJ
缬	XFKM
缮	XUDK,XUD
缯	XULJ,XUL
骣	CNBB,CNB
畿	XXAL,XXA
耩	DIFF
耨	DIDF,DID
耪	DIUY
璞	GOGY
璟	GJYI
靛	GEPH,GEP
璠	GTOL
璘	GOQH
聱	GQTB
螯	GQTJ
髻	DEFK
髭	DEHX,DEH
髹	DEWS,DEW
擀	RFJF,RFJ
熹	FKUO
甏	FKUN
擞	ROVT
縠	FPGC
磬	FNMD
颞	BCCM
蕻	ADAW
鞘	AFIE
颟	AGMM
薤	AGQG
薨	ALPX
檠	AQKS
薏	AUJN
薮	AOVT,AO
薜	ANKU,ANK
薅	AVDF,AVD
樾	SFHT
橛	SDUW,SDU
橇	STFN,STF
樵	SWYO
檎	SWYC
橹	SQGJ,SQG
樽	SUSF
樨	SNIH
橼	SXXE
墼	GJFF
橐	GKHS
翮	GKMN
醛	SGAG
醐	SGDE
醍	SGJH
醚	SGOP,SGO
磲	DIAS
赝	DWWM
飙	DDDQ
殪	GQFU
霖	FSSU,FSS
霏	FDJD
霓	FVQB,FVQ
錾	LRQF,LRQ
辚	LOQH,LOQ,LO
臻	GCFT,GCF
遽	HAEP,HAE
氅	IMKN
瞟	HSFI,HSF
瞠	HIPF,HIP
瞰	HNBT,HNB
嚄	KAWC
嚆	KAYK,KAY
噤	KSSI
暾	JYBT,JYB
蹀	KHAS
踹	KHMJ
踵	KHTF
踽	KHTY
蹉	KHUA
蹁	KHYA
螨	JAGW
蟒	JADA
螈	JDRI,JDR
螅	JTHN
螭	JYBC
螠	JUWL
螟	JPJU,JPJ
噱	KHAE
噬	KTAW,KTA
噫	KUJN
噻	KPFF,KPF
噼	KNKU,KNK
罹	LNWY,LNW
圜	LLGE,LLG
䦃	QAFJ
镖	QSFI,QSF
镗	QIPF
镘	QJLC,QJL
镚	QMEE
镛	QYVH
镝	QUMD,QUM
镞	QYTD
镠	QNWE
氇	TFNJ
氆	TFNJ,TFN
憩	TDTN
穑	TFUK
篝	TFJF
篥	TSSU,TSS
篦	TTLX
篪	TRHM
篙	TYMK,TYM
盥	QGIL,QGI
劓	THLJ,THL
翱	RDFN,RDF
魉	RQCW
魈	RQCE
徼	TRYT,TRY
歙	WGKW
膳	EUDK
膦	EOQH,EOQ,EO
膙	EXKJ
鲮	QGFT
鲱	QGDD
鲲	QGJX
鲳	QGJJ
鲴	QGLD
鲵	QGVQ
鲷	QGMK,QGM
鲻	QGVL
獴	QTAE
獭	QTGM
獬	QTQH,QTQ
邂	QEVP
鹧	YAOG
廨	YQEH,YQE
赟	YGAM
瘰	ULXI,ULX
廪	YYLI
瘿	UMMV,UMM
瘵	UWFI,UWF
瘴	UUJK
癃	UBTG
瘳	UNWE
斓	YUGI
麇	YNJT
麈	YNJG
嬴	YNKY,YNK
壅	YXTF
羲	UGTT,UGT
糗	OTHD
瞥	UMIH
甑	ULJN
燎	ODUI
燠	OTMD,OTM
燔	OTOL,OTO
燧	OUEP,OUE
濑	IGKM
濉	IHWY,IHW
潞	IKHK
澧	IMAU,IMA
澹	IQDY
澥	IQEH
澶	IYLG
濂	IYUO,IYU
褰	PFJE
寰	PLGE,PLG
窸	PWTN
褶	PUNR
禧	PYFK
嬖	NKUV,NKU
犟	XKJH
隰	BJXO,BJX
嬗	VYLG
颡	CCCM
缱	XKHP
缲	XKKS,XKK
缳	XLGE
璨	GHQO,GHQ
璩	GHAE
璐	GKHK
璪	GKKS
螫	FOTJ
擤	RTHJ,RTH
壕	FYPE,FYP
觳	FPGC,FPG
罄	FNMM
擢	RNWY,RNW
薹	AFKF
鞡	AFRU
鞬	AFVP
薷	AFDJ
薰	ATGO
藓	AQGD
藁	AYMS
檄	SRYT,SRY
檩	SYLI
懋	SCBN
醢	SGDL
翳	ATDN
礅	DYBT,DYB
磴	DWGU
鹩	DUJG
龋	HWBY
龌	HWBF
豳	EEMK,EEM
壑	HPGF,HPG
黻	OGUC
嚏	KFPH
嚅	KFDJ,KFD
蹑	KHBC,KHB
蹒	KHAW
蹊	KHED
蟥	JAMW,JAM
螬	JGMJ
螵	JSFI,JSF
疃	LUJF,LUJ
螳	JIPF,JIP
蟑	JUJH
嚓	KPWI,KPW
羁	LAFC,LAF
罽	LDOJ
罾	LULJ,LUL
嶷	MXTH,MXT,MX
黜	LFOM
黝	LFOL
髁	MEJS,MEJ
髀	MERF
镡	QSJH,QSJ
镢	QDUW
镣	QDUI,QDU
镦	QYBT,QYB
镧	QUGI
镩	QPWH,QPW
镪	QXKJ,QXK
镫	QWGU
罅	RMHH
黏	TWIK
簌	TGKW
篾	TLDT
篼	TQRQ
簖	TONR
簋	TVEL
鼢	VNUV
黛	WALO,WAL
儡	WLLL,WLL
鹪	WYOG
鼾	THLF
皤	RTOL,RTO
魍	RQCN
龠	WGKA
繇	ERMI
貘	EEAD,EEA
邈	EERP
貔	EETX
臌	EFKC
膻	EYLG,EYL
臆	EUJN,EUJ
臃	EYXY,EYX
鲼	QGFM
鲽	QGAS,QGA
鳀	QGJH
鳃	QGLN,QGL
鳅	QGTO
鳇	QGRG,QGR
鳊	QGYA
螽	TUJJ
燮	OYOC,OYO
鹫	YIDG
襄	YKKE,YKK
糜	YSSO
縻	YSSI
膺	YWWE
癍	UGYG,UGY
麋	YNJO
懑	IAGN
濡	IFDJ,IFD
濮	IWOY,IWO
濞	ITHJ
濠	IYPE,IYP
濯	INWY,INW
蹇	PFJH
謇	PFJY
邃	PWUP
襁	PUXJ,PUX
檗	NKUS
擘	NKUR
孺	BFDJ,BFD
隳	BDAN
嬷	VYSC,VYS
蟊	CBTJ,CBT
鹬	CBTG
鍪	CBTQ
鏊	GQTQ
鳌	GQTG
鬈	DEUB,DEU
鬃	DEPI,DEP
瞽	FKUH
鞯	AFAB,AFA
鞨	AFJN
鞫	AFQY
鞧	AFUG
鞣	AFCS
藜	ATQI,ATQ
藠	ARRR
藩	AITL
醪	SGNE
蹙	DHIH
礓	DGLG,DGL
燹	EEOU,EEO
餮	GQWE,GQW
瞿	HHWY
曛	JTGO
颢	JYIM
曜	JNWY,JNW
躇	KHAJ
蹚	KHIF
鹭	KHTG
蟛	JFKE
蟪	JGJN
蟠	JTOL
蟮	JUDK
鹮	LGKG
黠	LFOK
黟	LFOQ
髅	MEOV,MEO
髂	MEPK,MEP
镬	QAWC
镭	QFLG,QFL
镯	QLQJ
馥	TJTT
簟	TSJJ,TSJ
簪	TAQJ,TAQ
鼬	VNUM
雠	WYYY,WYY
艟	TEUF
鳎	QGJN
鳏	QGLI
鳐	QGEM
癞	UGKM
癔	UUJN
癜	UNAC,UNA
癖	UNKU,UNK
糨	OXKJ,OXK,OX
蹩	UMIH,UMI
鎏	IYCQ,IYC
懵	NALH,NAL
彝	XGOA,XGO
邋	VLQP,VLQ
鬏	DETO
攉	RFWY,RFW
攒	RTFM
鞲	AFFF,AFF
鞴	AFAE
藿	AFWY
蘧	AHAP,AHA
蘅	ATQH
麓	SSYX
醮	SGWO
醯	SGYL
酃	FKKB,FKK
霪	FIEF,FIE
霭	FYJN
霨	FNFF
黼	OGUY
嚯	KFWY
蹰	KHDF,KHD
蹶	KHDW
蹽	KHDI
蹼	KHOY,KHO
蹴	KHYN
蹾	KHYT
蹿	KHPH
蠖	JAWC
蠓	JAPE,JAP
蟾	JQDY,JQD
蠊	JYUO,JYU
黢	LFOT
髋	MEPQ
髌	MEPW
镲	QPWI
籀	TRQL
籁	TGKM
齁	THLK
魑	RQCC,RQC
艨	TEAE
鳓	QGAL
鳔	QGSI,QGS
鳕	QGFV
鳗	QGJC
鳙	QGYH
麒	YNJW
鏖	YNJQ
羸	YNKY,YNK
㸆	ORKD
瀚	IFJN
瀣	IHQG,IHQ
瀛	IYNY
襦	PUFJ,PUF
谶	YWWG,YWW
襞	NKUE
骥	CUXW,CUX
缵	XTFM
瓒	GTFM
攘	RYKE,RYK
蘩	ATXI
蘖	AWNS
醴	SGMU
霰	FAET,FAE
酆	DHDB
矍	HHWC,HHW
曦	JUGT,JUG
躅	KHLJ
鼍	KKLN,KKL
巉	MQKY
黩	LFOD,LFO
黥	LFOI
黪	LFOE
镳	QYNO
镴	QVLN
黧	TQTO
纂	THDI
璺	WFMY,WFM
鼯	VNUK
臜	ETFM
鳜	QGDW
鳝	QGUK
鳟	QGUF
獾	QTAY
孀	VFSH,VFS
骧	CYKE,CYK
瓘	GAKY
鼙	FKUF
醺	SGTO
礴	DAIF,DAI
颦	HIDF
曩	JYKE,JYK
鳢	QGMU
癫	UFHM
麝	YNJF
夔	UHTT,UHT
爝	OELF,OEL
灏	IJYM
禳	PYYE
鐾	NKUQ
羼	NUDD
蠡	XEJJ,XEJ
耱	DIYD,DIY
懿	FPGN
蘸	ASGO,AS
鹳	AKKG
霾	FEEF
氍	HHWN
饕	KGNE
躐	KHVN
髑	MELJ,MEL
镵	QQKY
穰	TYKE,TYK
饔	YXTE
鬻	XOXH
鬟	DELE,DEL
趱	FHTM,FHT
攫	RHHC,RHH
攥	RTHI
颧	AKKM,AKK
躜	KHTM
鼹	VNUV,VNU
癯	UHHY,UHH
麟	YNJH
蠲	UWLJ
蠹	GKHJ
躞	KHOC
衢	THHH
鑫	QQQF,QQQ
灞	IFAE,IFA
襻	PUSR
纛	GXFI,GXF
鬣	DEVN
攮	RGKE
囔	KGKE
馕	QNGE
戆	UJTN
爨	WFMO
齉	THLE
亍	FHK
尢	COPP,DNV
彳	TTTH
卬	QBH
殳	MCU
𠙶	BBK
毌	XFK
邘	GFBH
戋	GGGT
圢	FSH
氕	RNTR
伋	WEYY
仝	WAF
冮	UAG
氿	IVN
汈	INGG
氾	IBN
忉	NVN
宄	PVB
𬣙	YFHH
讱	YVYY
扞	RFH
圲	FTFH
圫	FTAN
芏	AFF
芃	AMYU
朳	SWY
朸	SLN
𨙸	FCBH
邨	GBNB
吒	KTAN
吖	KUHH,KUH
屼	MGQN
屾	MMH
辿	MPK
钆	QNN
仳	WXXN,WXX
伣	WMQN
伈	WNY
癿	RNN
甪	TEK
邠	WVBH
犴	QTFH
冱	UGXG,UGX
邡	YBH
闫	UDD
𬇕	IDNT,IDN
汋	IQYY
䜣	YRH
讻	YQBH
𬣞	YPGG,YPG
孖	BBG
𬘓	XKH
纩	XYT
玒	GAG
玓	GQYY
玘	GNN
玚	GNRT
刬	GJH
𫭟	FAQY,FAQ
坜	FDLN,FDL
坉	FGBN
扽	RGBN
𫭢	FWXN,FWX
坋	FWVN
扺	RQAN
㧑	RYLY
毐	FXDR
芰	AFCU,AFC
芣	AGIU
苊	ADBB,ADB
苉	AAQB
芘	AXXB,AXX
芴	AQRR
芠	AYU
𫇭	AYLY,AYL
芤	ABNB,ABN
杕	SDY
杙	SAY
杄	STFH
杧	SYNN
杩	SCG
尪	DNGD
尨	DNEE
轪	LDY
𫐄	LGQN,LGQ
坒	XXFF
芈	GJGH
旴	JGFH
旵	JMJ
呙	KMWU
㕮	KWQY
岍	MGAH,MGA
𫵷	MDLT
岠	MANG
岜	MCB
呇	IKF
冏	MWKD
觃	MQBD
岙	TDMJ,TDM
伾	WGIG
㑇	WQVG,WQV
伭	WYXY
佖	WNTT
伲	WNXN,WNX
佁	WCKG
飏	MQNR
狃	QTNF
闶	UYMV
汧	IGAH
汫	IFJH
𣲘	IFQN
𣲗	IFNH
沄	IFCY
沘	IXXN
𬇙	IMY
汭	IMWY
㳇	IWQY
沇	ICQN
忮	NFCY,NFC
忳	NGBN
忺	NQWY
𬣡	YFXY,YFX
祃	PYCG
诇	YMKG
邲	NTBH
诎	YBMH
诐	YHCY
屃	NMI
𫸩	XAQY,XAQ
岊	CMJ
阽	BHKG
䢺	BMBH,BMB
阼	BTHF,BTH
妧	VFQN
妘	VFCY
𨚕	CABH,CAB
纮	XDCY
驲	CJG
𫘜	CYY
纻	XPGG
𬘘	XPQN,XPQ
𫘝	CNWY,CNW
纼	XXHH
玤	GDHH
玞	GFWY
玱	GWBN
玟	GYY
邽	FFBH
邿	FFBH
坥	FEGG
坰	FMKG
坬	FRCY
坽	FWYC
弆	FCAJ
耵	BSH,BS
䢼	AWBH
𦭜	AKWU
茋	AQAY
苧	APSJ
苾	ANTR
苠	ANAB,ANA
枅	SGAH
㭎	SMQY
枘	SMWY,SMW
枍	SWGN
矼	DAG
矻	DTNN
匼	AWGK
𬨂	LQAN,LQA
𬀩	JFNH,JFN
𬀪	JMQN
旿	JTFH
昇	JTAJ
昄	JRCY
昒	JQRT
昈	JYNT
咉	KMDY
咇	KNTT
咍	KCKG
岵	MDG
岽	MAIU,MAI
岨	MEGG
岞	MTHF
峂	MTUY
㟃	MNGK,MNG
囷	LTI
𬬩	QAY
钐	QET
钔	QUN
钖	QNRT
牥	TRYN
佴	WBG
垈	WAFF
侁	WTFQ
侹	WTFP
佸	WTDG
佺	WWGG
隹	WYG
㑊	WYOY,WYO
侂	WYTA
佽	WUQW
侘	WPTA
郈	RGKB
舠	TEVN
郐	WFCB
郃	WGKB
攽	WVTY
肭	EMWY,EMW
肸	EWFH
肷	EQWY,EQW
狉	QTGG
狝	QTQI
饳	QNBM
忞	YNU
於	YWUY,YWU
炌	OWJH
炆	OYY
泙	IGUH
沺	ILG
泂	IMKG
泜	IQAY
泃	IQKG
泇	ILKG
怊	NVKG,NVK
峃	IPMJ
穸	PWQU,PWQ
祋	PYMC
祊	PYYN
𫍣	YMGK,YMG
𬣳	YVEY
𬩽	VFBH
鸤	NQYG
弢	XBHC
弨	XVKG
陑	BDMJ
𬮿	BMNN,BMN
陎	BRIY
𬯀	BYJH,BYJ
卺	BIGB
乸	BXGU
妭	VDCY
姈	VWYC
𫰛	VCAG
迳	CAPD,CAP
叕	CCCC
𬳵	CDHG,CDH
驵	CEGG,CEG
𬳶	CMKG,CMK
䌹	XMKG,XMK
驺	CQVG,CQV
𫠊	CYNY
绋	XXJH,XXJ
绐	XCKG,XCK
砉	DHDF
耔	DIBG,DIB
㛃	DHVV
玶	GGUH
珇	GEGG
珅	GJHH
𬍛	GQIY
